214 214
392 392
803 803
463 463
368 368
94 94
206 206
748 748
153 153
351 351
247 247
250 250
691 691
328 328
959 959
157 157
814 814
240 240
685 685
508 508
912 912
917 917
771 771
119 119
432 432
355 355
410 410
37 37
844 844
900 900
585 585
384 384
642 642
120 120
340 340
805 805
574 574
66 66
891 891
947 947
684 684
732 732
952 952
307 307
927 927
331 331
172 172
89 89
981 981
272 272
16 16
919 919
125 125
974 974
874 874
662 662
923 923
737 737
750 750
415 415
477 477
396 396
950 950
553 553
282 282
408 408
135 135
786 786
268 268
774 774
920 920
365 365
238 238
199 199
394 394
575 575
697 697
249 249
271 271
769 769
589 589
221 221
875 875
791 791
276 276
313 313
175 175
955 955
297 297
105 105
231 231
744 744
510 510
617 617
796 796
966 966
158 158
469 469
79 79
500 500
99 99
914 914
46 46
675 675
54 54
628 628
654 654
674 674
474 474
817 817
765 765
487 487
928 928
963 963
207 207
779 779
418 418
751 751
667 667
672 672
656 656
363 363
491 491
357 357
150 150
204 204
404 404
827 827
165 165
420 420
155 155
62 62
618 618
548 548
893 893
643 643
309 309
391 391
715 715
324 324
826 826
801 801
423 423
671 671
998 998
115 115
509 509
315 315
193 193
85 85
899 899
716 716
664 664
934 934
9 9
343 343
194 194
733 733
653 653
547 547
259 259
632 632
11 11
64 64
793 793
236 236
764 764
896 896
379 379
639 639
823 823
706 706
229 229
159 159
198 198
381 381
227 227
976 976
604 604
741 741
725 725
378 378
840 840
191 191
865 865
280 280
782 782
354 354
650 650
831 831
708 708
735 735
39 39
602 602
609 609
792 792
490 490
964 964
405 405
727 727
322 322
761 761
90 90
258 258
69 69
182 182
579 579
417 417
497 497
673 673
437 437
23 23
563 563
705 705
387 387
897 897
855 855
146 146
529 529
820 820
937 937
756 756
447 447
631 631
359 359
940 940
888 888
152 152
277 277
788 788
192 192
800 800
342 342
668 668
745 745
712 712
584 584
507 507
608 608
636 636
197 197
1 1
969 969
649 649
635 635
939 939
65 65
431 431
627 627
459 459
131 131
450 450
202 202
694 694
468 468
505 505
111 111
373 373
569 569
513 513
226 226
160 160
719 719
666 666
18 18
532 532
739 739
428 428
841 841
724 724
10 10
881 881
833 833
559 559
104 104
380 380
561 561
40 40
452 452
316 316
869 869
38 38
300 300
416 416
721 721
341 341
8 8
678 678
397 397
539 539
492 492
254 254
951 951
393 393
839 839
798 798
409 409
573 573
612 612
722 722
137 137
615 615
861 861
209 209
550 550
892 892
294 294
145 145
184 184
279 279
534 534
601 601
382 382
486 486
36 36
677 677
298 298
161 161
770 770
26 26
754 754
375 375
525 525
878 878
555 555
148 148
504 504
389 389
336 336
213 213
730 730
815 815
851 851
828 828
356 356
871 871
242 242
821 821
470 470
78 78
73 73
633 633
979 979
586 586
265 265
311 311
853 853
113 113
174 174
519 519
625 625
464 464
235 235
693 693
473 473
128 128
999 999
834 834
686 686
480 480
714 714
670 670
533 533
773 773
50 50
141 141
630 630
59 59
883 883
239 239
977 977
596 596
877 877
918 918
641 641
439 439
472 472
321 321
729 729
816 816
76 76
599 599
167 167
819 819
859 859
290 290
81 81
806 806
269 269
571 571
278 278
862 862
230 230
717 717
516 516
857 857
768 768
789 789
531 531
329 329
68 68
710 710
542 542
97 97
518 518
707 707
938 938
495 495
275 275
456 456
438 438
692 692
244 244
256 256
220 220
149 149
812 812
527 527
598 598
623 623
772 772
203 203
124 124
984 984
606 606
709 709
61 61
169 169
67 67
178 178
181 181
350 350
648 648
728 728
980 980
364 364
588 588
413 413
860 860
825 825
890 890
371 371
301 301
102 102
785 785
476 476
546 546
766 766
345 345
994 994
462 462
536 536
863 863
465 465
945 945
660 660
818 818
132 132
809 809
544 544
965 965
572 572
894 894
784 784
257 257
177 177
318 318
133 133
655 655
970 970
449 449
170 170
807 807
797 797
962 962
698 698
795 795
30 30
600 600
522 522
136 136
613 613
444 444
858 858
835 835
299 299
100 100
361 361
369 369
325 325
884 884
63 63
704 704
910 910
186 186
60 60
217 217
906 906
762 762
483 483
552 552
830 830
121 121
453 453
243 243
17 17
101 101
942 942
211 211
429 429
496 496
5 5
776 776
847 847
143 143
123 123
264 264
110 110
886 886
538 538
624 624
605 605
848 848
620 620
164 164
528 528
139 139
33 33
902 902
564 564
511 511
70 70
74 74
312 312
930 930
679 679
845 845
560 560
412 412
179 179
215 215
813 813
530 530
557 557
842 842
154 154
701 701
565 565
582 582
12 12
183 183
360 360
201 201
7 7
22 22
659 659
138 138
925 925
295 295
445 445
461 461
849 849
347 347
270 270
234 234
478 478
482 482
310 310
326 326
537 537
889 889
736 736
993 993
80 80
176 176
864 864
49 49
253 253
578 578
140 140
749 749
954 954
489 489
475 475
53 53
317 317
460 460
949 949
543 543
116 116
281 281
904 904
991 991
520 520
58 58
802 802
680 680
911 911
31 31
850 850
224 224
887 887
968 968
723 723
521 521
946 946
335 335
646 646
498 498
390 390
687 687
118 118
872 872
484 484
746 746
233 233
777 777
760 760
107 107
846 846
740 740
151 151
644 644
399 399
367 367
663 663
775 775
448 448
433 433
455 455
647 647
591 591
372 372
956 956
109 109
3 3
114 114
51 51
832 832
957 957
738 738
517 517
427 427
713 713
24 24
838 838
77 77
985 985
117 117
466 466
794 794
987 987
481 481
989 989
344 344
305 305
829 829
353 353
700 700
696 696
225 225
283 283
885 885
188 188
943 943
898 898
362 362
933 933
374 374
71 71
567 567
15 15
908 908
82 82
868 868
658 658
523 523
699 699
386 386
493 493
216 216
971 971
435 435
32 32
570 570
34 34
219 219
108 108
126 126
638 638
593 593
562 562
867 867
972 972
682 682
967 967
758 758
330 330
55 55
988 988
720 720
880 880
669 669
403 403
436 436
726 726
637 637
799 799
287 287
156 156
454 454
824 824
248 248
288 288
401 401
245 245
702 702
580 580
652 652
190 190
909 909
983 983
212 212
879 879
43 43
273 273
607 607
376 376
185 185
836 836
610 610
222 222
349 349
339 339
286 286
208 208
810 810
622 622
982 982
731 731
576 576
594 594
44 44
611 611
755 755
419 419
302 302
196 196
944 944
688 688
162 162
303 303
541 541
395 395
98 98
503 503
95 95
383 383
337 337
742 742
142 142
767 767
581 581
907 907
932 932
144 144
645 645
251 251
876 876
986 986
873 873
556 556
86 86
856 856
210 210
266 266
992 992
130 130
467 467
616 616
661 661
665 665
763 763
494 494
292 292
323 323
112 112
333 333
595 595
506 506
695 695
440 440
129 129
603 603
689 689
134 134
195 195
577 577
501 501
997 997
338 338
218 218
284 284
346 346
948 948
953 953
241 241
614 614
759 759
327 327
568 568
2 2
402 402
289 289
471 471
332 332
626 626
634 634
319 319
822 822
285 285
540 540
370 370
690 690
163 163
592 592
75 75
261 261
421 421
903 903
291 291
147 147
411 411
512 512
915 915
752 752
808 808
558 558
252 252
96 96
262 262
554 554
334 334
629 629
545 545
171 171
551 551
52 52
414 414
180 180
657 657
13 13
293 293
406 406
457 457
84 84
499 499
232 232
458 458
366 366
441 441
19 19
388 388
640 640
41 41
446 446
187 187
895 895
882 882
488 488
913 913
787 787
931 931
42 42
228 228
189 189
485 485
296 296
852 852
583 583
28 28
866 866
377 377
263 263
843 843
619 619
978 978
424 424
48 48
168 168
57 57
718 718
255 255
103 103
781 781
407 407
223 223
267 267
676 676
996 996
27 27
837 837
681 681
304 304
566 566
29 29
320 320
14 14
757 757
916 916
21 21
400 400
93 93
790 790
314 314
430 430
25 25
443 443
804 804
442 442
935 935
753 753
306 306
166 166
6 6
683 683
734 734
274 274
995 995
922 922
200 200
237 237
901 901
743 743
587 587
958 958
703 703
780 780
778 778
348 348
358 358
973 973
246 246
960 960
975 975
426 426
990 990
524 524
961 961
651 651
515 515
87 87
870 870
398 398
590 590
88 88
514 514
926 926
434 434
4 4
854 854
905 905
451 451
921 921
127 127
91 91
936 936
425 425
941 941
56 56
45 45
747 747
711 711
549 549
260 260
352 352
929 929
535 535
621 621
479 479
72 72
526 526
83 83
422 422
122 122
20 20
205 205
173 173
811 811
35 35
924 924
385 385
783 783
106 106
502 502
597 597
308 308
47 47
0 0
92 92
