0 728 1
728 0 1
0 3714 1
3714 0 1
1 160 1
160 1 1
1 1191 1
1191 1 1
1 1239 1
1239 1 1
1 1241 1
1241 1 1
1 2436 1
2436 1 1
1 2632 1
2632 1 1
2 78 1
78 2 1
2 325 1
325 2 1
2 972 1
972 2 1
2 2231 1
2231 2 1
2 2516 1
2516 2 1
2 2577 1
2577 2 1
3 892 1
892 3 1
3 2100 1
2100 3 1
4 1169 1
1169 4 1
4 3685 1
3685 4 1
5 101 1
101 5 1
6 516 1
516 6 1
6 1512 1
1512 6 1
6 2039 1
2039 6 1
7 551 1
551 7 1
7 1532 1
1532 7 1
7 3849 1
3849 7 1
8 1315 1
1315 8 1
8 3504 1
3504 8 1
9 1488 1
1488 9 1
9 3529 1
3529 9 1
10 520 1
520 10 1
10 963 1
963 10 1
10 2596 1
2596 10 1
11 641 1
641 11 1
11 1235 1
1235 11 1
11 2316 1
2316 11 1
11 2367 1
2367 11 1
12 76 1
76 12 1
12 1520 1
1520 12 1
12 1818 1
1818 12 1
12 2623 1
2623 12 1
12 3623 1
3623 12 1
13 1551 1
1551 13 1
14 22 1
22 14 1
14 274 1
274 14 1
14 882 1
882 14 1
14 1003 1
1003 14 1
14 1241 1
1241 14 1
14 1389 1
1389 14 1
14 2156 1
2156 14 1
14 2669 1
2669 14 1
14 2863 1
2863 14 1
14 3197 1
3197 14 1
14 3296 1
3296 14 1
15 1163 1
1163 15 1
15 1534 1
1534 15 1
15 2613 1
2613 15 1
15 3391 1
3391 15 1
15 3863 1
3863 15 1
16 163 1
163 16 1
16 795 1
795 16 1
16 1121 1
1121 16 1
16 1253 1
1253 16 1
16 1268 1
1268 16 1
16 1499 1
1499 16 1
16 1801 1
1801 16 1
16 3629 1
3629 16 1
17 170 1
170 17 1
17 321 1
321 17 1
17 1891 1
1891 17 1
17 3545 1
3545 17 1
18 1419 1
1419 18 1
19 1126 1
1126 19 1
19 1801 1
1801 19 1
20 433 1
433 20 1
20 850 1
850 20 1
20 1667 1
1667 20 1
20 2244 1
2244 20 1
20 2253 1
2253 20 1
20 3187 1
3187 20 1
21 61 1
61 21 1
21 256 1
256 21 1
21 366 1
366 21 1
21 1081 1
1081 21 1
21 1607 1
1607 21 1
21 2367 1
2367 21 1
21 3582 1
3582 21 1
22 1018 1
1018 22 1
22 2105 1
2105 22 1
22 2146 1
2146 22 1
22 3482 1
3482 22 1
23 325 1
325 23 1
23 2030 1
2030 23 1
23 2566 1
2566 23 1
23 3360 1
3360 23 1
24 76 1
76 24 1
24 319 1
319 24 1
24 549 1
549 24 1
24 1022 1
1022 24 1
25 2853 1
2853 25 1
26 307 1
307 26 1
26 1018 1
1018 26 1
26 1250 1
1250 26 1
26 2185 1
2185 26 1
26 2469 1
2469 26 1
26 2495 1
2495 26 1
26 3112 1
3112 26 1
27 51 1
51 27 1
27 224 1
224 27 1
27 256 1
256 27 1
27 301 1
301 27 1
27 368 1
368 27 1
27 1402 1
1402 27 1
27 3311 1
3311 27 1
27 3312 1
3312 27 1
27 3423 1
3423 27 1
27 3857 1
3857 27 1
27 3900 1
3900 27 1
28 1249 1
1249 28 1
28 2192 1
2192 28 1
29 235 1
235 29 1
29 3091 1
3091 29 1
30 177 1
177 30 1
30 285 1
285 30 1
30 350 1
350 30 1
30 615 1
615 30 1
30 669 1
669 30 1
30 805 1
805 30 1
30 807 1
807 30 1
30 940 1
940 30 1
30 1022 1
1022 30 1
30 1091 1
1091 30 1
30 1313 1
1313 30 1
30 1338 1
1338 30 1
30 1405 1
1405 30 1
30 1459 1
1459 30 1
30 1583 1
1583 30 1
30 1882 1
1882 30 1
30 1918 1
1918 30 1
30 1950 1
1950 30 1
30 2005 1
2005 30 1
30 2389 1
2389 30 1
30 2464 1
2464 30 1
30 2634 1
2634 30 1
30 2675 1
2675 30 1
30 2765 1
2765 30 1
30 2801 1
2801 30 1
30 3130 1
3130 30 1
30 3257 1
3257 30 1
30 3477 1
3477 30 1
30 3756 1
3756 30 1
31 1036 1
1036 31 1
32 3852 1
3852 32 1
33 2575 1
2575 33 1
34 2192 1
2192 34 1
34 3124 1
3124 34 1
34 3594 1
3594 34 1
35 439 1
439 35 1
35 777 1
777 35 1
35 2333 1
2333 35 1
35 2579 1
2579 35 1
35 2999 1
2999 35 1
35 3879 1
3879 35 1
36 1300 1
1300 36 1
36 1905 1
1905 36 1
36 3119 1
3119 36 1
37 258 1
258 37 1
38 730 1
730 38 1
38 735 1
735 38 1
38 1741 1
1741 38 1
38 2798 1
2798 38 1
38 2964 1
2964 38 1
38 3108 1
3108 38 1
39 1022 1
1022 39 1
39 1086 1
1086 39 1
39 1789 1
1789 39 1
39 3894 1
3894 39 1
40 424 1
424 40 1
40 1677 1
1677 40 1
41 48 1
48 41 1
41 1568 1
1568 41 1
42 959 1
959 42 1
42 1842 1
1842 42 1
42 2388 1
2388 42 1
43 1674 1
1674 43 1
43 2017 1
2017 43 1
43 3244 1
3244 43 1
43 3424 1
3424 43 1
44 474 1
474 44 1
44 519 1
519 44 1
44 718 1
718 44 1
44 745 1
745 44 1
44 936 1
936 44 1
44 1045 1
1045 44 1
44 1064 1
1064 44 1
44 1431 1
1431 44 1
44 1491 1
1491 44 1
44 1638 1
1638 44 1
44 3390 1
3390 44 1
44 3486 1
3486 44 1
44 3521 1
3521 44 1
44 3559 1
3559 44 1
44 3567 1
3567 44 1
44 3858 1
3858 44 1
45 1512 1
1512 45 1
46 2039 1
2039 46 1
46 3317 1
3317 46 1
47 192 1
192 47 1
47 3112 1
3112 47 1
48 558 1
558 48 1
49 994 1
994 49 1
49 1868 1
1868 49 1
49 2052 1
2052 49 1
49 3277 1
3277 49 1
49 3607 1
3607 49 1
49 3714 1
3714 49 1
50 752 1
752 50 1
51 179 1
179 51 1
51 752 1
752 51 1
52 1508 1
1508 52 1
53 206 1
206 53 1
53 532 1
532 53 1
53 541 1
541 53 1
53 621 1
621 53 1
53 707 1
707 53 1
53 925 1
925 53 1
53 940 1
940 53 1
53 1088 1
1088 53 1
53 1130 1
1130 53 1
53 1201 1
1201 53 1
53 1202 1
1202 53 1
53 1281 1
1281 53 1
53 1530 1
1530 53 1
53 1749 1
1749 53 1
53 1843 1
1843 53 1
53 1849 1
1849 53 1
53 1885 1
1885 53 1
53 1891 1
1891 53 1
53 1918 1
1918 53 1
53 1932 1
1932 53 1
53 2037 1
2037 53 1
53 2093 1
2093 53 1
53 2118 1
2118 53 1
53 2407 1
2407 53 1
53 2510 1
2510 53 1
53 2645 1
2645 53 1
53 2856 1
2856 53 1
53 2922 1
2922 53 1
53 2931 1
2931 53 1
53 3075 1
3075 53 1
53 3117 1
3117 53 1
53 3223 1
3223 53 1
53 3387 1
3387 53 1
53 3390 1
3390 53 1
53 3404 1
3404 53 1
53 3526 1
3526 53 1
53 3545 1
3545 53 1
53 3566 1
3566 53 1
53 3654 1
3654 53 1
53 3731 1
3731 53 1
53 3744 1
3744 53 1
53 3887 1
3887 53 1
54 463 1
463 54 1
54 505 1
505 54 1
54 1167 1
