5236 22
3452 5080
4865 3115
3966 3247
1096 809
913 2909
1662 482
4060 5119
3124 933
581 3648
341 209
3181 919
1378 5070
2160 5031
2712 2029
378 4063
1820 1677
175 718
5232 1650
206 2890
4783 3308
4021 1834
3766 1938
3281 3151
1735 4366
5214 2319
2324 3228
1101 4249
147 3736
4778 230
3641 69
2831 851
3960 3122
1434 3031
4734 791
2314 4529
593 2751
1028 1126
3860 305
2955 4592
779 555
2779 4184
2756 3262
3669 3328
2164 4074
3258 3630
4714 3146
3494 4674
391 3880
898 4126
2651 4624
3541 1251
4426 1626
1594 4261
2445 260
5101 4735
4735 3483
4182 95
2376 1607
4690 4465
1363 3563
4043 4681
3465 2975
4191 2368
552 2075
2897 1981
1029 1324
1172 2572
5107 220
4552 49
4095 2009
4008 3004
444 647
3436 2886
2404 4931
2764 2695
1991 3416
653 4640
94 5099
428 48
2452 405
1098 2248
4533 203
2715 5029
2766 752
4759 1408
4773 3140
3844 1462
1439 4902
140 1333
2270 2908
343 4216
4271 3107
249 4445
2486 3379
4167 2919
4626 1624
1488 1197
810 5004
1698 344
2039 1376
893 1042
422 3849
3162 2289
2393 2448
4195 2168
3089 4202
4910 4571
4397 500
597 2532
3529 3105
1779 744
1249 4499
3235 2578
2390 3744
2122 3800
1409 3484
3225 4266
1402 1695
3898 825
1111 244
3717 603
3505 2283
2768 756
2042 1238
3697 4990
3549 2167
775 1635
1192 1263
238 5010
2046 2857
1496 3781
4562 3719
2892 3239
2969 2197
708 2683
1656 2334
3095 1729
4637 4839
3544 265
3617 1950
4892 844
4801 2385
3741 768
2379 3870
5186 4962
4001 1105
5261 2086
3193 905
2691 4855
3251 4539
2221 4908
3821 1439
513 4984
1885 1771
1746 3096
1922 3344
1089 1703
458 1847
3891 666
1835 2006
4299 1705
1961 4227
696 366
1180 3847
5213 5063
2326 4308
4190 2672
300 2477
2724 3064
2346 5084
4662 1865
3543 372
1557 4394
4503 4451
2397 276
1021 2567
4174 1148
172 3451
1317 3072
387 987
3240 3232
1130 4279
3601 1429
4357 43
112 2674
302 2898
4653 25
3656 1047
3954 4626
1301 3585
1259 257
1391 2367
937 473
2426 4954
3763 3908
1531 4738
4479 1663
5159 4223
3392 4916
2280 941
318 3428
2738 1590
1118 1756
2704 104
2045 1561
1702 2541
2548 319
1478 713
2813 4401
1654 170
1672 5075
3926 4149
2904 721
2224 23
1090 3615
4401 2501
2797 2081
608 1514
5035 3179
1193 2845
74 2096
2499 956
2622 3987
1650 3369
3358 2920
2829 4641
2330 4287
5078 3669
4058 1609
1537 1526
3852 3600
297 3506
978 1364
1097 4393
1664 1637
4350 489
360 1003
1252 4456
227 4973
536 4533
2994 2757
3082 765
3733 677
1274 4031
3381 255
3630 2127
1404 4689
2795 4399
40 1721
4560 1589
4402 2718
4013 193
3834 2352
5221 4330
1627 2700
595 2941
2755 64
537 2147
1622 2292
1849 2960
1462 1349
4031 4364
4709 4591
2609 2048
4326 1475
134 4482
1113 3593
2953 1260
1469 2769
1472 1128
2603 2846
4258 2400
184 2963
2783 4805
2720 2379
3625 1444
4084 4283
3603 1030
230 4865
4846 830
4563 2179
4153 2626
3125 1765
5198 3969
1570 4825
4516 2129
149 2439
667 3238
4685 608
3438 1199
146 1793
166 46
3713 581
677 3358
4098 2642
3498 56
4727 2072
1362 2259
4313 1901
1412 4705
4274 727
888 4051
3087 1221
2587 1299
1566 1964
1899 5091
2208 5115
2874 474
4623 419
965 3812
1107 1089
2606 5039
3309 621
4324 4462
3889 1145
1168 4676
2588 2108
2454 2760
4025 576
4156 2343
4976 3196
3414 3084
4270 4397
2557 875
4126 565
753 1714
2742 282
665 3041
3003 4070
4610 1965
3582 910
2866 3207
4029 3970
3126 2492
3833 1889
911 135
2726 613
209 3836
5132 4353
2939 3135
4499 743
2103 2095
596 239
1000 1392
688 3394
5094 1861
3343 3354
4137 1111
5085 5003
1685 2406
1410 3240
700 1493
1704 2424
3804 1975
1282 3032
1357 423
3376 5083
4786 4433
957 1414
4199 4111
3066 655
151 2192
3491 3555
4811 1854
1138 812
1635 1539
3640 2445
1394 5011
2879 3094
1084 1792
2605 1636
4159 3996
932 1203
2885 1699
4239 4373
3722 2507
939 5037
2408 5048
1425 623
1505 1904
2199 5000
1176 2503
1184 4751
3962 1917
4840 369
5032 1485
3784 2495
2600 1813
1618 3188
368 3510
4876 2163
2972 1491
5254 4593
577 2514
3779 2706
3612 3742
928 2773
996 1274
2692 4481
2223 4644
77 110
789 2929
1319 3316
1025 2093
2616 495
260 2936
4793 3216
1523 1639
714 589
464 4549
1244 1198
2842 4471
2645 881
3968 1664
1943 5038
400 5059
4814 2103
3101 119
2369 3336
3908 1154
3518 4601
5123 3281
5033 2410
3255 4563
1644 4753
4827 1233
4738 2951
2478 4105
1616 3539
1865 2219
2570 3423
1686 3910
2018 886
4611 4203
598 4655
4204 2581
4298 3006
1062 1801
3674 1820
5218 2940
1744 4923
4678 2918
1653 2181
1738 3947
2973 688
4920 867
687 1010
2877 2420
4230 2928
1917 4290
1358 1653
4932 4565
3266 1131
5228 2079
3270 3437
4363 840
1764 3017
1711 1518
3536 1001
2059 3350
4742 1249
891 4694
3993 1107
1230 2521
2403 3851
1283 4532
871 3460
3734 2440
2916 3074
3307 4686
559 3930
4588 4540
4081 1888
454 4822
4422 266
3152 1882
3690 1252
3305 3950
5082 720
794 2176
96 4356
3290 2944
1313 1594
91 123
1082 460
4781 2802
771 1951
3761 380
3532 4536
1413 3331
364 3854
2658 53
1579 1502
1286 664
923 309
659 1648
4276 5090
1940 1102
3500 4653
762 4129
922 3753
4537 4933
5164 635
1123 4647
3296 2150
3226 4344
3996 2145
4655 4630
4261 798
3550 3799
375 1987
1255 3791
4518 5002
2195 455
223 2483
1196 705
4737 3682
4423 461
2096 970
4663 4770
1415 1605
2586 894
377 1321
2480 634
2552 2039
4843 1298
266 4903
1234 4947
2347 4836
1547 745
45 2603
332 3453
3940 944
2791 4421
3195 4917
3434 3529
962 842
3802 3649
660 4194
4047 3456
1414 3907
5063 3717
4012 2002
3058 1322
3725 3651
2058 3101
3675 3197
153 2222
4335 3767
3932 3881
994 4382
3655 3891
2595 2887
4715 3427
213 204
303 1905
2030 1718
1071 628
2673 846
281 2053
703 3088
915 1537
3789 1391
3711 1136
866 190
2138 2995
3052 642
2619 3452
1538 2697
3029 4018
4411 1619
4831 1246
4435 995
3417 2313
3567 3779
5299 1997
4387 2774
641 1720
2479 758
4351 4627
4906 1738
2065 626
924 1994
5091 3125
4795 1852
2428 985
941 82
2009 1566
3008 2355
247 2744
864 278
2680 4516
1298 2041
4287 3658
2560 1601
4289 609
5105 3028
3461 923
3284 4004
2401 1694
5041 2202
3573 686
2575 3688
3222 4958
4032 802
5002 2644
4141 2344
3448 3463
999 3320
3871 1672
3079 2110
1372 3378
4475 994
1623 2474
1509 4966
4805 88
4870 4685
1819 3134
3539 2231
2665 1237
2167 242
2062 3063
2322 4637
1226 804
3894 167
1636 4206
1603 4158
1891 320
1796 1327
2987 694
2909 2034
436 2097
4898 669
3292 4407
3910 112
154 3751
2700 2952
2597 3691
1941 4458
205 834
4252 2535
2598 2992
335 3864
1351 3073
2534 1456
1985 1484
164 2299
3274 2408
2880 237
5239 42
4037 221
631 2255
2573 2136
4877 4623
1856 4831
3876 3715
3350 2870
1597 1655
226 3565
4266 3155
3685 2159
2216 3762
3778 2431
3615 4613
3708 1576
1799 1577
3160 2624
2342 4504
11 3769
1535 1488
895 563
5153 2892
4956 54
538 1132
5156 227
625 2576
4030 611
3288 1012
1836 4485
825 206
877 3777
4616 1618
5306 4419
4750 4524
1 4428
2562 4275
3939 2670
4147 1371
412 1272
5112 1682
142 205
4629 4307
359 5065
1059 1447
3688 1256
2091 431
1477 3949
4891 4768
2812 3810
2090 3407
1620 4649
3428 1803
2623 938
2092 187
585 2060
440 4678
4521 91
250 1178
3345 3371
44 264
1250 2739
1986 959
5298 3770
2081 3832
25 3475
3248 2465
738 2046
901 3388
4090 4728
3922 397
3215 1902
446 1515
425 1099
4301 648
5297 4757
1875 2785
4733 1522
3999 2840
2124 2177
3994 4187
2869 2278
1312 1072
5243 1778
3709 2273
702 2430
4527 2107
2793 2433
54 62
589 3556
3213 557
176 4638
5130 47
3592 1896
1904 4143
896 1956
3515 4410
3048 3325
4657 3329
2317 1315
3776 2011
2510 2741
4208 980
2958 1312
4112 2417
2358 3973
4514 4350
2171 2885
1483 2434
1318 4349
2613 2047
497 981
2984 3921
833 2139
2338 4896
2569 3665
2080 3513
2472 2832
3998 2161
757 3561
2802 1736
1167 3454
88 4181
2484 3464
1074 4636
2596 1296
3795 1050
3723 1113
4998 1328
3059 2613
386 1711
2011 4469
638 1686
5025 3275
3182 3479
5024 2195
296 2897
1933 3037
492 778
4228 601
3468 4027
3856 3979
1465 2788
2158 2312
4408 3616
3055 734
3695 1147
3060 4664
4890 1919
2421 2713
2084 4430
2526 637
4284 3789
4226 2237
3703 690
462 3835
4004 4115
2559 3804
817 488
560 4743
3840 5072
1974 2556
3329 1046
4009 2022
3787 3818
3045 1191
2856 1076
4002 2617
948 4994
639 2209
3187 4123
3469 1029
1289 2124
2553 4190
4444 3319
5183 1383
3631 2001
3262 403
1800 1122
4457 2634
1009 2414
1824 1617
4464 2509
211 2244
4366 3326
299 2714
2952 254
3677 4882
118 326
1712 4784
3588 4955
1956 1817
4417 4255
2610 2692
2788 2402
2469 2605
2734 771
5155 506
1848 1347
2828 1005
1624 1824
1334 387
2256 742
2809 2054
4641 3053
681 3137
3542 2153
2841 821
2545 2996
5203 4820
3896 2999
3707 3177
3400 420
811 307
1435 2310
330 4969
2647 1545
2861 4764
79 2326
4489 4444
894 1393
1247 1940
777 3644
5075 3144
4673 2469
2290 3859
4779 4555
3244 2050
4787 3034
1023 3311
1213 3757
2935 4721
5158 294
686 4427
2022 3245
1910 1365
1730 3819
2711 348
4374 4608
4938 3936
1870 3641
3906 2463
188 1633
1243 2579
1448 5077
5125 3868
5006 3594
4474 1247
3598 2658
2644 4963
3479 2620
3555 2830
2417 3809
2679 4256
3639 1608
5300 561
2835 3830
2269 2777
3710 1397
590 3609
3520 1641
4687 4767
575 3349
3581 2512
2230 1162
3113 1164
1311 2210
1861 5042
3366 4614
4128 4891
253 186
2178 4741
2191 1062
4419 3898
1755 4371
4034 3080
3032 1786
2464 4700
1337 3752
2495 490
4466 1907
2075 4442
3772 4527
2148 1244
1998 3942
478 4650
4268 4488
2136 2677
899 3078
4660 453
851 5041
1996 819
1606 761
2177 470
1926 4325
1484 3655
4080 924
1828 2853
2043 59
2036 4078
2926 3632
3405 1208
3363 2647
4683 810
67 3628
2023 966
3370 1063
5079 3652
5247 2648
4572 2687
4361 1962
926 1747
623 5026
2186 1623
4160 1115
764 606
475 1991
3572 960
2649 5023
4719 1602
75 4895
388 4048
594 3071
3129 5082
858 513
3304 4750
1043 3108
1967 2602
991 2865
24 1405
10 726
2079 4975
4113 1455
4864 3027
861 4844
1890 583
3319 5068
5177 973
617 4215
958 4607
63 2394
1844 914
3249 4503
5051 1712
2733 3295
3696 417
171 4298
1970 4740
2279 343
3928 1309
4390 2957
4741 3765
5142 1363
502 3417
5016 4905
5114 2141
1564 28
1134 2031
3220 109
459 4466
4442 3442
2154 4402
1935 1722
3667 2798
4857 1409
1428 1068
822 1823
1902 225
311 1700
4406 1644
4224 428
694 5045
4217 1266
3864 1767
2034 1616
1766 815
3147 2354
1463 1675
2110 4122
4454 19
3210 1631
4446 3397
5020 3068
2303 2722
3132 3292
847 2551
2981 2251
200 4089
1112 3351
2040 4573
4304 2149
487 3876
1661 1933
2970 391
4178 978
4895 4718
3138 3420
2929 3305
1955 3154
1555 2043
2419 759
1568 1927
355 4292
1336 1507
4982 2563
2412 4583
5206 716
706 2974
2675 1963
1515 1501
2556 1165
3070 4667
4343 4395
1954 935
235 5018
1786 4639
1225 691
2099 1187
2522 2468
192 762
2628 3663
4049 3997
129 1056
4701 4778
4964 3934
3905 4387
3568 4097
4732 3584
4881 182
4535 1355
1454 1289
267 3535
988 3775
5116 3181
2823 37
3075 346
2607 3260
5026 1797
1248 2653
2333 2615
3643 5007
3083 4133
680 516
1877 3841
1315 4618
5129 117
2141 2549
2151 371
5172 939
3806 211
2512 4854
2132 1586
1640 2166
634 550
4671 154
3808 1604
556 2789
3293 2377
649 3604
3388 5060
1789 521
3681 4264
2687 4960
1452 5079
4303 4199
4003 1848
4541 3508
1983 3005
3587 4835
3232 4833
1667 3001
974 4673
1399 4800
5046 671
83 678
2016 2591
4237 3040
2066 57
4096 3667
4902 850
3280 693
372 2386
4152 3085
4631 3138
1232 4704
5133 2661
1726 4796
66 406
4543 1093
2465 1344
1522 150
4912 4217
4603 4092
2203 668
4509 4904
1595 2361
2336 1189
1773 816
3348 1707
2576 4631
3859 2321
670 4065
3569 80
2717 2836
3930 1053
2592 4744
3169 3680
4238 2403
3340 1141
3827 4974
4089 4864
4295 3065
2833 2729
286 3258
4339 4701
1491 3182
741 3163
1349 2903
2951 1464
3315 24
7 114
135 1114
4511 2073
285 195
3600 2194
3874 2196
4934 3675
2357 1974
959 4938
507 2012
1453 2654
2921 3345
790 925
4851 1259
4349 1554
3084 2451
1057 4890
5013 1969
1344 2070
4391 1759
85 4511
591 4239
739 118
1055 2258
1516 4054
2790 2767
3495 4160
1067 2684
3102 3087
2615 542
4329 1535
4772 701
3031 137
4115 2314
614 3231
3693 4720
2064 3896
3105 3599
4091 450
4700 1781
3618 4828
813 1065
2395 3070
4802 1710
2212 1833
5288 1155
4040 4381
1433 2562
3207 2552
1474 3603
3813 4131
3583 3782
2089 121
601 2848
4699 866
1440 1399
4018 4934
1652 3221
2051 5040
